433,36483.56.T.40730814,,1.44.C.4500,,,
432,36430.51.C.8782784,,1.44.C.4500,,,
431,36235.41.G.100679509,,1.44.C.4500,,,
430,36193.26.G.187629926,,1.44.C.4500,,,
429,35773.41.C.100679169,,1.44.C.4500,,,
428,35633.53.C.68934334,,1.44.C.4500,,,
427,35619.66.A.228883763,,1.44.C.4500,,,
426,35513.29.C.38274932,,1.44.C.4500,,,
425,35507.6.C.21229365,,1.44.C.4500,,,
424,35416.53.C.68982091,,1.44.C.4500,,,
423,35198.62.G.47164888,,1.44.C.4500,,,
422,35012.70.C.38131384,1.44.C.4500,,,
421,34916.60.A.38946703,,1.44.C.4500,,,
420,34821.11.C.140508745,,1.44.C.4500,,,
419,34720.46.A.15281328,,1.44.C.4500,,,
418,34698.6.G.21230508,,1.44.C.4500,,,
417,34529.26.C.187540851,,1.44.C.4500,,,
416,34502.20.C.55229212,,1.44.C.4500,,,
415,34449.44.A.139396342,,1.44.C.4500,,,
414,34349.6.C.21228054,,1.44.C.4500,,,
413,34328.41.C.100696390,,1.44.C.4500,,,
412,34110.59.T.51173396,,1.44.C.4500,,,
411,33942.22.G.37872044,,1.44.C.4500,,,
410,33907.26.C.187539079,,1.44.C.4500,,,
409,33858.23.T.56490391,,1.44.C.4500,,,
408,33321.51.C.8721026,,1.44.C.4500,,,
407,32863.14.C.68857438,,1.44.C.4500,,,
406,32787.10.C.70064197,,1.44.C.4500,,,
405,32774.41.C.100686136,,1.44.C.4500,,,
404,32619.26.A.187540846,,1.44.C.4500,,,
403,32613.45.A.120459162,,1.44.C.4500,,,
402,32523.8.C.46230728,,1.44.C.4500,,,
401,32467.61.C.166848790,,1.44.C.4500,,,
400,32453.56.G.41101013,,1.44.C.4500,,,
399,32357.17.T.3799653,,1.44.C.4500,,,
398,32179.33.C.9934591,,1.44.C.4500,,,
397,32024.26.A.187628354,,1.44.C.4500,,,
396,31959.16.A.207653396,,1.44.C.4500,,,
395,31943.31.C.1808044,,1.44.C.4500,,,
394,31894.58.C.47041718,,1.44.C.4500,,,
393,31873.49.C.47629300,,1.44.C.4500,,,
392,31604.4.A.105239425,,1.44.C.4500,,,
391,31505.10.C.69949098,,1.44.C.4500,,,
390,31489.18.T.225379472,,1.44.C.4500,,,
389,31451.6.C.21252771,,1.44.C.4500,,,
388,31421.53.C.69143597,,1.44.C.4500,,,
387,31219.61.A.166912988,,1.44.C.4500,,,
386,31091.1.A.175897836,,1.44.C.4500,,,
385,31030.51.C.8698416,,1.44.C.4500,,,
384,31007.45.C.120512143,,1.44.C.4500,,,
383,30905.66.G.228860335,,1.44.C.4500,,,
382,30821.27.C.126238448,,1.44.C.4500,,,
381,30684.27.C.126389916,,1.44.C.4500,,,
